ItemNumber,listener_group,ProductionPresentationOrder,SentenceOrder,Type,Type_Num,Source,SourceNum,SentenceCorrect,Talker,TalkerGroup,Sound,ListenerGroup,Duration..in.seconds.,mTurkCode,ItemNum,ItemNum2,Resp,Resp_NUM,Timing_Click.Count,Timing_First.Click,Timing_Last.Click,Timing_Page.Submit,RT,WhichRT
30,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,302,NativeMandarin-High (NMH),302_practice_10.mp3,V2,577,2174606,X30,30,"


5",5,1,0.804,0.804,0.826,0.804,FirstClick
31,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,302,NativeMandarin-High (NMH),302_practice_11.mp3,V2,577,2174606,X31,31,"


6",6,1,1.558,1.558,1.58,1.558,FirstClick
32,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,310,NativeMandarin-High (NMH),310_practice_01.mp3,V2,577,2174606,X32,32,"A native English speaker
1",1,1,0.514,0.514,0.533,0.514,FirstClick
33,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,310,NativeMandarin-High (NMH),310_practice_03.mp3,V2,577,2174606,X33,33,"A native English speaker
1",1,1,0.57,0.57,0.591,0.57,FirstClick
34,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,310,NativeMandarin-High (NMH),310_practice_04.mp3,V2,577,2174606,X34,34,"


5",5,1,0.53,0.53,0.549,0.53,FirstClick
35,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,310,NativeMandarin-High (NMH),310_practice_05.mp3,V2,577,2174606,X35,35,"


5",5,1,0.863,0.863,0.881,0.863,FirstClick
36,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,310,NativeMandarin-High (NMH),310_practice_06.mp3,V2,577,2174606,X36,36,"


5",5,1,0.409,0.409,0.426,0.409,FirstClick
37,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,310,NativeMandarin-High (NMH),310_practice_07.mp3,V2,577,2174606,X37,37,"


2",2,1,2.003,2.003,2.022,2.003,FirstClick
38,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,310,NativeMandarin-High (NMH),310_practice_08.mp3,V2,577,2174606,X38,38,"A native English speaker
1",1,1,0.575,0.575,0.594,0.575,FirstClick
39,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,310,NativeMandarin-High (NMH),310_practice_09.mp3,V2,577,2174606,X39,39,"A native English speaker
1",1,1,0.284,0.284,0.201,0.284,FirstClick
40,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,310,NativeMandarin-High (NMH),310_practice_10.mp3,V2,577,2174606,X40,40,"


6",6,1,1.28,1.28,1.201,1.28,FirstClick
41,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,310,NativeMandarin-High (NMH),310_practice_11.mp3,V2,577,2174606,X41,41,"


6",6,1,0.228,0.228,0.25,0.228,FirstClick
42,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,403,NativeEnglish (NTE),403_practice_01.mp3,V2,577,2174606,X42,42,"A native English speaker
1",1,1,0.358,0.358,0.379,0.358,FirstClick
43,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,403,NativeEnglish (NTE),403_practice_03.mp3,V2,577,2174606,X43,43,"A native English speaker
1",1,1,0.514,0.514,0.533,0.514,FirstClick
44,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,403,NativeEnglish (NTE),403_practice_04.mp3,V2,577,2174606,X44,44,"A native English speaker
1",1,1,0.529,0.529,0.547,0.529,FirstClick
45,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,403,NativeEnglish (NTE),403_practice_05.mp3,V2,577,2174606,X45,45,"A native English speaker
1",1,1,0.517,0.517,0.538,0.517,FirstClick
46,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,403,NativeEnglish (NTE),403_practice_06.mp3,V2,577,2174606,X46,46,"


4",4,1,0.918,0.918,0.939,0.918,FirstClick
47,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,403,NativeEnglish (NTE),403_practice_07.mp3,V2,577,2174606,X47,47,"A native English speaker
1",1,1,0.444,0.444,0.462,0.444,FirstClick
48,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,403,NativeEnglish (NTE),403_practice_08.mp3,V2,577,2174606,X48,48,"A native English speaker
1",1,1,0.539,0.539,0.556,0.539,FirstClick
49,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,403,NativeEnglish (NTE),403_practice_09.mp3,V2,577,2174606,X49,49,"A native English speaker
1",1,1,0.202,0.202,0.235,0.202,FirstClick
50,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,403,NativeEnglish (NTE),403_practice_10.mp3,V2,577,2174606,X50,50,"A native English speaker
1",1,1,0.351,0.351,0.374,0.351,FirstClick
51,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,403,NativeEnglish (NTE),403_practice_11.mp3,V2,577,2174606,X51,51,"A native English speaker
1",1,1,0.637,0.637,0.657,0.637,FirstClick
52,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,404,NativeEnglish (NTE),404_practice_01.mp3,V2,577,2174606,X52,52,"A native English speaker
1",1,1,0.547,0.547,0.568,0.547,FirstClick
53,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,404,NativeEnglish (NTE),404_practice_03.mp3,V2,577,2174606,X53,53,"A native English speaker
1",1,1,0.716,0.716,0.733,0.716,FirstClick
54,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,404,NativeEnglish (NTE),404_practice_04.mp3,V2,577,2174606,X54,54,"A native English speaker
1",1,2,0.271,0.703,0.726,0.703,LastClick
55,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,404,NativeEnglish (NTE),404_practice_05.mp3,V2,577,2174606,X55,55,"A native English speaker
1",1,1,0.3,0.3,0.323,0.3,FirstClick
56,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,404,NativeEnglish (NTE),404_practice_06.mp3,V2,577,2174606,X56,56,"A native English speaker
1",1,1,0.683,0.683,0.601,0.683,FirstClick
57,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,404,NativeEnglish (NTE),404_practice_07.mp3,V2,577,2174606,X57,57,"A native English speaker
1",1,1,0.288,0.288,0.202,0.288,FirstClick
58,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,404,NativeEnglish (NTE),404_practice_08.mp3,V2,577,2174606,X58,58,"A native English speaker
1",1,1,0.444,0.444,0.468,0.444,FirstClick
59,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,404,NativeEnglish (NTE),404_practice_09.mp3,V2,577,2174606,X59,59,"


3",3,2,0.967,1.431,1.452,1.431,LastClick
60,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,404,NativeEnglish (NTE),404_practice_10.mp3,V2,577,2174606,X60,60,"


4",4,1,0.404,0.404,0.427,0.404,FirstClick
61,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,404,NativeEnglish (NTE),404_practice_11.mp3,V2,577,2174606,X61,61,"


3",3,1,0.661,0.661,0.687,0.661,FirstClick
1,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,103,NativeMandarin-Low (NML),103_practice_01.mp3,V2,1332,2218028,X1,1,"An extremely strong
foreign accent
9",9,1,0.371,0.371,0.38,0.371,FirstClick
3,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,103,NativeMandarin-Low (NML),103_practice_03.mp3,V2,1332,2218028,X3,3,"


8",8,1,1.981,1.981,1.989,1.981,FirstClick
4,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,103,NativeMandarin-Low (NML),103_practice_04.mp3,V2,1332,2218028,X4,4,"


5",5,1,0.321,0.321,0.33,0.321,FirstClick
5,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,103,NativeMandarin-Low (NML),103_practice_05.mp3,V2,1332,2218028,X5,5,"


6",6,1,0.693,0.693,0.601,0.693,FirstClick
6,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,103,NativeMandarin-Low (NML),103_practice_06.mp3,V2,1332,2218028,X6,6,"


7",7,1,1.286,1.286,1.297,1.286,FirstClick
7,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,103,NativeMandarin-Low (NML),103_practice_07.mp3,V2,1332,2218028,X7,7,"


7",7,1,1.012,1.012,1.024,1.012,FirstClick
8,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,103,NativeMandarin-Low (NML),103_practice_08.mp3,V2,1332,2218028,X8,8,"An extremely strong
foreign accent
9",9,1,0.025,0.025,0.034,0.025,FirstClick
9,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,103,NativeMandarin-Low (NML),103_practice_09.mp3,V2,1332,2218028,X9,9,"


7",7,1,0.24,0.24,0.249,0.24,FirstClick
10,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,103,NativeMandarin-Low (NML),103_practice_10.mp3,V2,1332,2218028,X10,10,"An extremely strong
foreign accent
9",9,1,1.862,1.862,1.871,1.862,FirstClick
11,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,103,NativeMandarin-Low (NML),103_practice_11.mp3,V2,1332,2218028,X11,11,"


8",8,1,0.389,0.389,0.4,0.389,FirstClick
12,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,104,NativeMandarin-Low (NML),104_practice_01.mp3,V2,1332,2218028,X12,12,"An extremely strong
foreign accent
9",9,1,0.32,0.32,0.328,0.32,FirstClick
13,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,104,NativeMandarin-Low (NML),104_practice_03.mp3,V2,1332,2218028,X13,13,"


7",7,1,1.12,1.12,1.129,1.12,FirstClick
14,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,104,NativeMandarin-Low (NML),104_practice_04.mp3,V2,1332,2218028,X14,14,"


7",7,2,1.409,1.706,1.715,1.706,LastClick
15,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,104,NativeMandarin-Low (NML),104_practice_05.mp3,V2,1332,2218028,X15,15,"An extremely strong
foreign accent
9",9,1,1.117,1.117,1.126,1.117,FirstClick
16,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,104,NativeMandarin-Low (NML),104_practice_06.mp3,V2,1332,2218028,X16,16,"


7",7,1,2.773,2.773,2.784,2.773,FirstClick
17,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,104,NativeMandarin-Low (NML),104_practice_07.mp3,V2,1332,2218028,X17,17,"An extremely strong
foreign accent
9",9,1,0.038,0.038,0.047,0.038,FirstClick
18,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,104,NativeMandarin-Low (NML),104_practice_08.mp3,V2,1332,2218028,X18,18,"An extremely strong
foreign accent
9",9,1,1.043,1.043,1.053,1.043,FirstClick
19,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,104,NativeMandarin-Low (NML),104_practice_09.mp3,V2,1332,2218028,X19,19,"An extremely strong
foreign accent
9",9,1,0.562,0.562,0.57,0.562,FirstClick
20,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,104,NativeMandarin-Low (NML),104_practice_10.mp3,V2,1332,2218028,X20,20,"An extremely strong
foreign accent
9",9,1,2.604,2.604,2.614,2.604,FirstClick
21,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,104,NativeMandarin-Low (NML),104_practice_11.mp3,V2,1332,2218028,X21,21,"An extremely strong
foreign accent
9",9,1,0.001,0.001,0.016,0.001,FirstClick
22,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,302,NativeMandarin-High (NMH),302_practice_01.mp3,V2,1332,2218028,X22,22,"A native English speaker
1",1,1,0.069,0.069,0.081,0.069,FirstClick
23,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,302,NativeMandarin-High (NMH),302_practice_03.mp3,V2,1332,2218028,X23,23,"A native English speaker
1",1,1,0.06,0.06,0.069,0.06,FirstClick
24,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,302,NativeMandarin-High (NMH),302_practice_04.mp3,V2,1332,2218028,X24,24,"


2",2,1,1.193,1.193,1.101,1.193,FirstClick
25,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,302,NativeMandarin-High (NMH),302_practice_05.mp3,V2,1332,2218028,X25,25,"


5",5,1,2.103,2.103,2.113,2.103,FirstClick
26,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,302,NativeMandarin-High (NMH),302_practice_06.mp3,V2,1332,2218028,X26,26,"


5",5,1,1.186,1.186,1.196,1.186,FirstClick
27,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,302,NativeMandarin-High (NMH),302_practice_07.mp3,V2,1332,2218028,X27,27,"


4",4,1,2.11,2.11,2.119,2.11,FirstClick
28,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,302,NativeMandarin-High (NMH),302_practice_08.mp3,V2,1332,2218028,X28,28,"A native English speaker
1",1,1,0.792,0.792,0.801,0.792,FirstClick
29,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,302,NativeMandarin-High (NMH),302_practice_09.mp3,V2,1332,2218028,X29,29,"A native English speaker
1",1,1,0.91,0.91,0.922,0.91,FirstClick
30,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,302,NativeMandarin-High (NMH),302_practice_10.mp3,V2,1332,2218028,X30,30,"A native English speaker
1",1,1,0.032,0.032,0.042,0.032,FirstClick
31,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,302,NativeMandarin-High (NMH),302_practice_11.mp3,V2,1332,2218028,X31,31,"A native English speaker
1",1,1,0.039,0.039,0.049,0.039,FirstClick
32,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,310,NativeMandarin-High (NMH),310_practice_01.mp3,V2,1332,2218028,X32,32,"A native English speaker
1",1,1,0.011,0.011,0.02,0.011,FirstClick
33,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,310,NativeMandarin-High (NMH),310_practice_03.mp3,V2,1332,2218028,X33,33,"A native English speaker
1",1,1,0.016,0.016,0.025,0.016,FirstClick
34,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,310,NativeMandarin-High (NMH),310_practice_04.mp3,V2,1332,2218028,X34,34,"


4",4,1,1.487,1.487,1.497,1.487,FirstClick
35,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,310,NativeMandarin-High (NMH),310_practice_05.mp3,V2,1332,2218028,X35,35,"


8",8,1,2.591,2.591,2.6,2.591,FirstClick
36,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,310,NativeMandarin-High (NMH),310_practice_06.mp3,V2,1332,2218028,X36,36,"A native English speaker
1",1,1,1.059,1.059,1.069,1.059,FirstClick
37,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,310,NativeMandarin-High (NMH),310_practice_07.mp3,V2,1332,2218028,X37,37,"A native English speaker
1",1,1,0.154,0.154,0.164,0.154,FirstClick
38,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,310,NativeMandarin-High (NMH),310_practice_08.mp3,V2,1332,2218028,X38,38,"A native English speaker
1",1,1,0.073,0.073,0.083,0.073,FirstClick
39,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,310,NativeMandarin-High (NMH),310_practice_09.mp3,V2,1332,2218028,X39,39,"A native English speaker
1",1,2,0.192,0.488,0.495,0.488,LastClick
40,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,310,NativeMandarin-High (NMH),310_practice_10.mp3,V2,1332,2218028,X40,40,"A native English speaker
1",1,1,0.073,0.073,0.082,0.073,FirstClick
41,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,310,NativeMandarin-High (NMH),310_practice_11.mp3,V2,1332,2218028,X41,41,"A native English speaker
1",1,1,0.006,0.006,0.015,0.006,FirstClick
42,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,403,NativeEnglish (NTE),403_practice_01.mp3,V2,1332,2218028,X42,42,"


5",5,1,0.419,0.419,0.428,0.419,FirstClick
43,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,403,NativeEnglish (NTE),403_practice_03.mp3,V2,1332,2218028,X43,43,"A native English speaker
1",1,1,0.319,0.319,0.329,0.319,FirstClick
44,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,403,NativeEnglish (NTE),403_practice_04.mp3,V2,1332,2218028,X44,44,"A native English speaker
1",1,1,0.04,0.04,0.05,0.04,FirstClick
45,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,403,NativeEnglish (NTE),403_practice_05.mp3,V2,1332,2218028,X45,45,"A native English speaker
1",1,1,0.096,0.096,0,0.096,FirstClick
46,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,403,NativeEnglish (NTE),403_practice_06.mp3,V2,1332,2218028,X46,46,"A native English speaker
1",1,1,2.75,2.75,2.761,2.75,FirstClick
47,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,403,NativeEnglish (NTE),403_practice_07.mp3,V2,1332,2218028,X47,47,"A native English speaker
1",1,1,0.087,0.087,0.096,0.087,FirstClick
48,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,403,NativeEnglish (NTE),403_practice_08.mp3,V2,1332,2218028,X48,48,"A native English speaker
1",1,1,0.15,0.15,0.161,0.15,FirstClick
49,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,403,NativeEnglish (NTE),403_practice_09.mp3,V2,1332,2218028,X49,49,"A native English speaker
1",1,1,0.087,0.087,0.097,0.087,FirstClick
50,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,403,NativeEnglish (NTE),403_practice_10.mp3,V2,1332,2218028,X50,50,"A native English speaker
1",1,1,0.072,0.072,0.084,0.072,FirstClick
51,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,403,NativeEnglish (NTE),403_practice_11.mp3,V2,1332,2218028,X51,51,"A native English speaker
1",1,1,0.057,0.057,0.068,0.057,FirstClick
52,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,404,NativeEnglish (NTE),404_practice_01.mp3,V2,1332,2218028,X52,52,"A native English speaker
1",1,1,0.038,0.038,0.047,0.038,FirstClick
53,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,404,NativeEnglish (NTE),404_practice_03.mp3,V2,1332,2218028,X53,53,"A native English speaker
1",1,1,0.836,0.836,0.845,0.836,FirstClick
54,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,404,NativeEnglish (NTE),404_practice_04.mp3,V2,1332,2218028,X54,54,"A native English speaker
1",1,1,0.222,0.222,0.231,0.222,FirstClick
55,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,404,NativeEnglish (NTE),404_practice_05.mp3,V2,1332,2218028,X55,55,"A native English speaker
1",1,1,4.298,4.298,4.307,4.298,FirstClick
56,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,404,NativeEnglish (NTE),404_practice_06.mp3,V2,1332,2218028,X56,56,"A native English speaker
1",1,1,0.868,0.868,0.878,0.868,FirstClick
57,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,404,NativeEnglish (NTE),404_practice_07.mp3,V2,1332,2218028,X57,57,"


2",2,2,0.123,0.403,0.413,0.403,LastClick
