ItemNumber,listener_group,ProductionPresentationOrder,SentenceOrder,Type,Type_Num,Source,SourceNum,SentenceCorrect,Talker,TalkerGroup,Sound,ListenerGroup,Duration..in.seconds.,mTurkCode,ItemNum,ItemNum2,Resp,Resp_NUM,Timing_Click.Count,Timing_First.Click,Timing_Last.Click,Timing_Page.Submit,RT,WhichRT
4,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,106,NativeMandarin-Low (NML),106_practice_04.mp3,V3,447,4534620,X4,4,"An extremely strong
foreign accent
9",9,1,0.509,0.509,0.527,0.509,FirstClick
5,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,106,NativeMandarin-Low (NML),106_practice_05.mp3,V3,447,4534620,X5,5,"An extremely strong
foreign accent
9",9,1,0.522,0.522,0.542,0.522,FirstClick
6,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,106,NativeMandarin-Low (NML),106_practice_06.mp3,V3,447,4534620,X6,6,"An extremely strong
foreign accent
9",9,1,0.815,0.815,0.847,0.815,FirstClick
7,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,106,NativeMandarin-Low (NML),106_practice_07.mp3,V3,447,4534620,X7,7,"An extremely strong
foreign accent
9",9,1,0.609,0.609,0.633,0.609,FirstClick
8,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,106,NativeMandarin-Low (NML),106_practice_08.mp3,V3,447,4534620,X8,8,"An extremely strong
foreign accent
9",9,1,0.804,0.804,0.837,0.804,FirstClick
9,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,106,NativeMandarin-Low (NML),106_practice_09.mp3,V3,447,4534620,X9,9,"An extremely strong
foreign accent
9",9,1,0.585,0.585,0.598,0.585,FirstClick
10,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,106,NativeMandarin-Low (NML),106_practice_10.mp3,V3,447,4534620,X10,10,"An extremely strong
foreign accent
9",9,1,0.485,0.485,0.4,0.485,FirstClick
11,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,106,NativeMandarin-Low (NML),106_practice_11.mp3,V3,447,4534620,X11,11,"An extremely strong
foreign accent
9",9,1,0.471,0.471,0.5,0.471,FirstClick
12,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,107,NativeMandarin-Low (NML),107_practice_01.mp3,V3,447,4534620,X12,12,"


7",7,1,0.676,0.676,0.689,0.676,FirstClick
13,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,107,NativeMandarin-Low (NML),107_practice_03.mp3,V3,447,4534620,X13,13,"


8",8,1,0.844,0.844,0.857,0.844,FirstClick
14,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,107,NativeMandarin-Low (NML),107_practice_04.mp3,V3,447,4534620,X14,14,"


7",7,1,0.5,0.5,0.52,0.5,FirstClick
15,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,107,NativeMandarin-Low (NML),107_practice_05.mp3,V3,447,4534620,X15,15,"


8",8,1,0.498,0.498,0.51,0.498,FirstClick
16,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,107,NativeMandarin-Low (NML),107_practice_06.mp3,V3,447,4534620,X16,16,"An extremely strong
foreign accent
9",9,1,0.495,0.495,0.517,0.495,FirstClick
17,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,107,NativeMandarin-Low (NML),107_practice_07.mp3,V3,447,4534620,X17,17,"


8",8,1,0.519,0.519,0.531,0.519,FirstClick
18,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,107,NativeMandarin-Low (NML),107_practice_08.mp3,V3,447,4534620,X18,18,"An extremely strong
foreign accent
9",9,1,0.472,0.472,0.484,0.472,FirstClick
19,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,107,NativeMandarin-Low (NML),107_practice_09.mp3,V3,447,4534620,X19,19,"An extremely strong
foreign accent
9",9,1,0.927,0.927,0.939,0.927,FirstClick
20,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,107,NativeMandarin-Low (NML),107_practice_10.mp3,V3,447,4534620,X20,20,"An extremely strong
foreign accent
9",9,1,0.438,0.438,0.466,0.438,FirstClick
21,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,107,NativeMandarin-Low (NML),107_practice_11.mp3,V3,447,4534620,X21,21,"


8",8,1,1.283,1.283,1.201,1.283,FirstClick
22,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,306,NativeMandarin-High (NMH),306_practice_01.mp3,V3,447,4534620,X22,22,"


5",5,1,0.623,0.623,0.646,0.623,FirstClick
23,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,306,NativeMandarin-High (NMH),306_practice_03.mp3,V3,447,4534620,X23,23,"


7",7,1,0.445,0.445,0.475,0.445,FirstClick
24,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,306,NativeMandarin-High (NMH),306_practice_04.mp3,V3,447,4534620,X24,24,"


7",7,1,0.593,0.593,0.623,0.593,FirstClick
25,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,306,NativeMandarin-High (NMH),306_practice_05.mp3,V3,447,4534620,X25,25,"


3",3,1,0.566,0.566,0.586,0.566,FirstClick
26,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,306,NativeMandarin-High (NMH),306_practice_06.mp3,V3,447,4534620,X26,26,"


5",5,1,0.538,0.538,0.567,0.538,FirstClick
27,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,306,NativeMandarin-High (NMH),306_practice_07.mp3,V3,447,4534620,X27,27,"


2",2,1,0.542,0.542,0.556,0.542,FirstClick
28,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,306,NativeMandarin-High (NMH),306_practice_08.mp3,V3,447,4534620,X28,28,"


3",3,1,0.522,0.522,0.534,0.522,FirstClick
29,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,306,NativeMandarin-High (NMH),306_practice_09.mp3,V3,447,4534620,X29,29,"


7",7,1,0.542,0.542,0.57,0.542,FirstClick
30,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,306,NativeMandarin-High (NMH),306_practice_10.mp3,V3,447,4534620,X30,30,"


4",4,1,0.502,0.502,0.532,0.502,FirstClick
31,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,306,NativeMandarin-High (NMH),306_practice_11.mp3,V3,447,4534620,X31,31,"


4",4,1,0.616,0.616,0.628,0.616,FirstClick
32,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,311,NativeMandarin-High (NMH),311_practice_01.mp3,V3,447,4534620,X32,32,"


7",7,1,0.536,0.536,0.563,0.536,FirstClick
33,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,311,NativeMandarin-High (NMH),311_practice_03.mp3,V3,447,4534620,X33,33,"


6",6,1,0.556,0.556,0.586,0.556,FirstClick
34,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,311,NativeMandarin-High (NMH),311_practice_04.mp3,V3,447,4534620,X34,34,"


3",3,1,0.556,0.556,0.575,0.556,FirstClick
35,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,311,NativeMandarin-High (NMH),311_practice_05.mp3,V3,447,4534620,X35,35,"


6",6,1,1.088,1.088,1.1,1.088,FirstClick
36,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,311,NativeMandarin-High (NMH),311_practice_06.mp3,V3,447,4534620,X36,36,"


8",8,1,0.513,0.513,0.532,0.513,FirstClick
37,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,311,NativeMandarin-High (NMH),311_practice_07.mp3,V3,447,4534620,X37,37,"


6",6,1,0.908,0.908,0.939,0.908,FirstClick
38,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,311,NativeMandarin-High (NMH),311_practice_08.mp3,V3,447,4534620,X38,38,"


7",7,1,0.588,0.588,0.501,0.588,FirstClick
39,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,311,NativeMandarin-High (NMH),311_practice_09.mp3,V3,447,4534620,X39,39,"


6",6,1,0.623,0.623,0.654,0.623,FirstClick
40,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,311,NativeMandarin-High (NMH),311_practice_10.mp3,V3,447,4534620,X40,40,"


2",2,1,0.727,0.727,0.741,0.727,FirstClick
41,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,311,NativeMandarin-High (NMH),311_practice_11.mp3,V3,447,4534620,X41,41,"


5",5,1,0.585,0.585,0.502,0.585,FirstClick
42,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,405,NativeEnglish (NTE),405_practice_01.mp3,V3,447,4534620,X42,42,"A native English speaker
1",1,1,0.477,0.477,0.492,0.477,FirstClick
43,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,405,NativeEnglish (NTE),405_practice_03.mp3,V3,447,4534620,X43,43,"A native English speaker
1",1,1,0.433,0.433,0.456,0.433,FirstClick
44,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,405,NativeEnglish (NTE),405_practice_04.mp3,V3,447,4534620,X44,44,"A native English speaker
1",1,1,0.539,0.539,0.553,0.539,FirstClick
45,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,405,NativeEnglish (NTE),405_practice_05.mp3,V3,447,4534620,X45,45,"A native English speaker
1",1,1,0.547,0.547,0.574,0.547,FirstClick
46,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,405,NativeEnglish (NTE),405_practice_06.mp3,V3,447,4534620,X46,46,"A native English speaker
1",1,1,0.504,0.504,0.515,0.504,FirstClick
47,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,405,NativeEnglish (NTE),405_practice_07.mp3,V3,447,4534620,X47,47,"A native English speaker
1",1,1,0.334,0.334,0.348,0.334,FirstClick
48,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,405,NativeEnglish (NTE),405_practice_08.mp3,V3,447,4534620,X48,48,"A native English speaker
1",1,1,0.289,0.289,0.318,0.289,FirstClick
49,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,405,NativeEnglish (NTE),405_practice_09.mp3,V3,447,4534620,X49,49,"A native English speaker
1",1,1,0.44,0.44,0.467,0.44,FirstClick
50,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,405,NativeEnglish (NTE),405_practice_10.mp3,V3,447,4534620,X50,50,"A native English speaker
1",1,1,0.494,0.494,0.402,0.494,FirstClick
51,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,405,NativeEnglish (NTE),405_practice_11.mp3,V3,447,4534620,X51,51,"A native English speaker
1",1,1,0.545,0.545,0.566,0.545,FirstClick
52,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,411,NativeEnglish (NTE),411_practice_01.mp3,V3,447,4534620,X52,52,"A native English speaker
1",1,1,0.514,0.514,0.542,0.514,FirstClick
53,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,411,NativeEnglish (NTE),411_practice_03.mp3,V3,447,4534620,X53,53,"A native English speaker
1",1,1,0.443,0.443,0.463,0.443,FirstClick
54,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,411,NativeEnglish (NTE),411_practice_04.mp3,V3,447,4534620,X54,54,"A native English speaker
1",1,1,0.535,0.535,0.565,0.535,FirstClick
55,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,411,NativeEnglish (NTE),411_practice_05.mp3,V3,447,4534620,X55,55,"A native English speaker
1",1,1,0.525,0.525,0.537,0.525,FirstClick
56,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,411,NativeEnglish (NTE),411_practice_06.mp3,V3,447,4534620,X56,56,"A native English speaker
1",1,1,0.5,0.5,0.515,0.5,FirstClick
57,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,411,NativeEnglish (NTE),411_practice_07.mp3,V3,447,4534620,X57,57,"


2",2,1,1.285,1.285,1.298,1.285,FirstClick
58,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,411,NativeEnglish (NTE),411_practice_08.mp3,V3,447,4534620,X58,58,"A native English speaker
1",1,1,0.831,0.831,0.86,0.831,FirstClick
59,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,411,NativeEnglish (NTE),411_practice_09.mp3,V3,447,4534620,X59,59,"A native English speaker
1",1,1,0.306,0.306,0.34,0.306,FirstClick
60,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,411,NativeEnglish (NTE),411_practice_10.mp3,V3,447,4534620,X60,60,"A native English speaker
1",1,1,0.332,0.332,0.343,0.332,FirstClick
61,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,411,NativeEnglish (NTE),411_practice_11.mp3,V3,447,4534620,X61,61,"A native English speaker
1",1,1,0.35,0.35,0.377,0.35,FirstClick
1,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,106,NativeMandarin-Low (NML),106_practice_01.mp3,V3,1046,4542178,X1,1,"


7",7,2,0.176,2.18,2.312,2.18,LastClick
3,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,106,NativeMandarin-Low (NML),106_practice_03.mp3,V3,1046,4542178,X3,3,"


6",6,2,0.449,1.034,1.002,1.034,LastClick
4,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,106,NativeMandarin-Low (NML),106_practice_04.mp3,V3,1046,4542178,X4,4,"


8",8,2,0.204,1.039,1.019,1.039,LastClick
5,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,106,NativeMandarin-Low (NML),106_practice_05.mp3,V3,1046,4542178,X5,5,"An extremely strong
foreign accent
9",9,2,0.012,0.491,0.592,0.491,LastClick
6,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,106,NativeMandarin-Low (NML),106_practice_06.mp3,V3,1046,4542178,X6,6,"


8",8,2,0.114,1.118,1.104,1.118,LastClick
7,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,106,NativeMandarin-Low (NML),106_practice_07.mp3,V3,1046,4542178,X7,7,"An extremely strong
foreign accent
9",9,2,0.397,1.28,1.38,1.28,LastClick
8,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,106,NativeMandarin-Low (NML),106_practice_08.mp3,V3,1046,4542178,X8,8,"


7",7,2,0.346,1.228,1.206,1.228,LastClick
9,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,106,NativeMandarin-Low (NML),106_practice_09.mp3,V3,1046,4542178,X9,9,"


7",7,2,0.343,1.344,1.301,1.344,LastClick
10,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,106,NativeMandarin-Low (NML),106_practice_10.mp3,V3,1046,4542178,X10,10,"


8",8,2,0.263,1.231,1.2,1.231,LastClick
11,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,106,NativeMandarin-Low (NML),106_practice_11.mp3,V3,1046,4542178,X11,11,"


7",7,3,0.076,1.777,1.7,1.777,LastClick
12,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,107,NativeMandarin-Low (NML),107_practice_01.mp3,V3,1046,4542178,X12,12,"


6",6,2,0.342,1.812,1.804,1.812,LastClick
13,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,107,NativeMandarin-Low (NML),107_practice_03.mp3,V3,1046,4542178,X13,13,"


7",7,2,0.542,4.187,4.271,4.187,LastClick
14,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,107,NativeMandarin-Low (NML),107_practice_04.mp3,V3,1046,4542178,X14,14,"


8",8,2,0.212,0.946,0.903,0.946,LastClick
15,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,107,NativeMandarin-Low (NML),107_practice_05.mp3,V3,1046,4542178,X15,15,"


6",6,2,0.247,1.481,1.588,1.481,LastClick
16,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,107,NativeMandarin-Low (NML),107_practice_06.mp3,V3,1046,4542178,X16,16,"An extremely strong
foreign accent
9",9,2,0.21,0.828,0.803,0.828,LastClick
17,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,107,NativeMandarin-Low (NML),107_practice_07.mp3,V3,1046,4542178,X17,17,"


6",6,2,0.275,1.143,1.102,1.143,LastClick
18,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,107,NativeMandarin-Low (NML),107_practice_08.mp3,V3,1046,4542178,X18,18,"


8",8,2,0.342,1.577,1.682,1.577,LastClick
19,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,107,NativeMandarin-Low (NML),107_practice_09.mp3,V3,1046,4542178,X19,19,"


8",8,2,0.41,1.663,1.606,1.663,LastClick
20,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,107,NativeMandarin-Low (NML),107_practice_10.mp3,V3,1046,4542178,X20,20,"


8",8,2,0.271,1.223,1.201,1.223,LastClick
21,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,107,NativeMandarin-Low (NML),107_practice_11.mp3,V3,1046,4542178,X21,21,"


6",6,3,0.017,1.196,1.293,1.196,LastClick
22,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,306,NativeMandarin-High (NMH),306_practice_01.mp3,V3,1046,4542178,X22,22,"


4",4,2,0.381,2.085,2.192,2.085,LastClick
23,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,306,NativeMandarin-High (NMH),306_practice_03.mp3,V3,1046,4542178,X23,23,"


6",6,3,0.162,0.995,1.09,0.995,LastClick
24,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,306,NativeMandarin-High (NMH),306_practice_04.mp3,V3,1046,4542178,X24,24,"


5",5,2,0.363,1.165,1.102,1.165,LastClick
25,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,306,NativeMandarin-High (NMH),306_practice_05.mp3,V3,1046,4542178,X25,25,"


4",4,1,0.293,0.293,0.391,0.293,FirstClick
26,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,306,NativeMandarin-High (NMH),306_practice_06.mp3,V3,1046,4542178,X26,26,"


7",7,2,0.27,1.253,1.214,1.253,LastClick
27,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,306,NativeMandarin-High (NMH),306_practice_07.mp3,V3,1046,4542178,X27,27,"


3",3,1,1.726,1.726,1.706,1.726,FirstClick
28,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,306,NativeMandarin-High (NMH),306_practice_08.mp3,V3,1046,4542178,X28,28,"


4",4,1,0.402,0.402,0.494,0.402,FirstClick
29,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,306,NativeMandarin-High (NMH),306_practice_09.mp3,V3,1046,4542178,X29,29,"


6",6,4,0.62,26.053,26.03,26.053,LastClick
30,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,306,NativeMandarin-High (NMH),306_practice_10.mp3,V3,1046,4542178,X30,30,"A native English speaker
1",1,1,0.598,0.598,0.699,0.598,FirstClick
31,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,306,NativeMandarin-High (NMH),306_practice_11.mp3,V3,1046,4542178,X31,31,"


5",5,3,0.229,1.131,1.11,1.131,LastClick
32,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,311,NativeMandarin-High (NMH),311_practice_01.mp3,V3,1046,4542178,X32,32,"


6",6,2,0.406,1.392,1.476,1.392,LastClick
33,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,311,NativeMandarin-High (NMH),311_practice_03.mp3,V3,1046,4542178,X33,33,"


7",7,3,0.115,1.145,1.115,1.145,LastClick
34,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,311,NativeMandarin-High (NMH),311_practice_04.mp3,V3,1046,4542178,X34,34,"


6",6,2,0.432,1.784,1.876,1.784,LastClick
35,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,311,NativeMandarin-High (NMH),311_practice_05.mp3,V3,1046,4542178,X35,35,"


5",5,2,0.282,1.184,1.29,1.184,LastClick
36,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,311,NativeMandarin-High (NMH),311_practice_06.mp3,V3,1046,4542178,X36,36,"


6",6,2,0.792,1.561,1.5,1.561,LastClick
37,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,311,NativeMandarin-High (NMH),311_practice_07.mp3,V3,1046,4542178,X37,37,"


6",6,2,0.285,1.341,1.301,1.341,LastClick
38,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,311,NativeMandarin-High (NMH),311_practice_08.mp3,V3,1046,4542178,X38,38,"


5",5,3,0.281,3.236,3.221,3.236,LastClick
39,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,311,NativeMandarin-High (NMH),311_practice_09.mp3,V3,1046,4542178,X39,39,"


7",7,2,0.221,1.273,1.364,1.273,LastClick
40,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,311,NativeMandarin-High (NMH),311_practice_10.mp3,V3,1046,4542178,X40,40,"


6",6,3,0.165,0.959,1.572,0.959,LastClick
41,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,311,NativeMandarin-High (NMH),311_practice_11.mp3,V3,1046,4542178,X41,41,"


4",4,2,0.457,1.29,1.377,1.29,LastClick
42,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,405,NativeEnglish (NTE),405_practice_01.mp3,V3,1046,4542178,X42,42,"A native English speaker
1",1,1,0.019,0.019,0,0.019,FirstClick
43,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,405,NativeEnglish (NTE),405_practice_03.mp3,V3,1046,4542178,X43,43,"A native English speaker
1",1,1,0.119,0.119,0.276,0.119,FirstClick
44,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,405,NativeEnglish (NTE),405_practice_04.mp3,V3,1046,4542178,X44,44,"A native English speaker
1",1,1,0.141,0.141,0.118,0.141,FirstClick
45,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,405,NativeEnglish (NTE),405_practice_05.mp3,V3,1046,4542178,X45,45,"A native English speaker
1",1,1,0.057,0.057,0,0.057,FirstClick
46,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,405,NativeEnglish (NTE),405_practice_06.mp3,V3,1046,4542178,X46,46,"A native English speaker
1",1,1,0.164,0.164,0.108,0.164,FirstClick
47,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,405,NativeEnglish (NTE),405_practice_07.mp3,V3,1046,4542178,X47,47,"A native English speaker
1",1,1,0,0,0.214,0,FirstClick
48,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,405,NativeEnglish (NTE),405_practice_08.mp3,V3,1046,4542178,X48,48,"A native English speaker
1",1,1,0.192,0.192,0.274,0.192,FirstClick
49,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,405,NativeEnglish (NTE),405_practice_09.mp3,V3,1046,4542178,X49,49,"A native English speaker
1",1,1,0.055,0.055,0,0.055,FirstClick
50,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,405,NativeEnglish (NTE),405_practice_10.mp3,V3,1046,4542178,X50,50,"A native English speaker
1",1,1,0,0,0.213,0,FirstClick
51,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,405,NativeEnglish (NTE),405_practice_11.mp3,V3,1046,4542178,X51,51,"A native English speaker
1",1,1,0.164,0.164,0.102,0.164,FirstClick
52,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,411,NativeEnglish (NTE),411_practice_01.mp3,V3,1046,4542178,X52,52,"A native English speaker
1",1,1,0.059,0.059,0,0.059,FirstClick
53,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,411,NativeEnglish (NTE),411_practice_03.mp3,V3,1046,4542178,X53,53,"


2",2,1,2.115,2.115,2.103,2.115,FirstClick
54,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,411,NativeEnglish (NTE),411_practice_04.mp3,V3,1046,4542178,X54,54,"A native English speaker
1",1,1,0.159,0.159,0.1,0.159,FirstClick
55,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,411,NativeEnglish (NTE),411_practice_05.mp3,V3,1046,4542178,X55,55,"A native English speaker
1",1,1,0.261,0.261,0.221,0.261,FirstClick
56,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,411,NativeEnglish (NTE),411_practice_06.mp3,V3,1046,4542178,X56,56,"A native English speaker
1",1,1,4.01,4.01,4.004,4.01,FirstClick
57,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,411,NativeEnglish (NTE),411_practice_07.mp3,V3,1046,4542178,X57,57,"A native English speaker
1",1,1,0.115,0.115,0.192,0.115,FirstClick
58,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,411,NativeEnglish (NTE),411_practice_08.mp3,V3,1046,4542178,X58,58,"A native English speaker
1",1,1,0.14,0.14,0.113,0.14,FirstClick
59,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,411,NativeEnglish (NTE),411_practice_09.mp3,V3,1046,4542178,X59,59,"


6",6,3,3.448,6.121,6.205,6.121,LastClick
60,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,411,NativeEnglish (NTE),411_practice_10.mp3,V3,1046,4542178,X60,60,"A native English speaker
1",1,1,0.124,0.124,0.101,0.124,FirstClick
61,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,411,NativeEnglish (NTE),411_practice_11.mp3,V3,1046,4542178,X61,61,"A native English speaker
1",1,1,0.665,0.665,0.602,0.665,FirstClick
1,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,103,NativeMandarin-Low (NML),103_practice_01.mp3,V2,513,5641834,X1,1,"


8",8,1,0.823,0.823,0.846,0.823,FirstClick
3,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,103,NativeMandarin-Low (NML),103_practice_03.mp3,V2,513,5641834,X3,3,"


8",8,1,1.312,1.312,1.327,1.312,FirstClick
4,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,103,NativeMandarin-Low (NML),103_practice_04.mp3,V2,513,5641834,X4,4,"


7",7,1,0.6,0.6,0.716,0.6,FirstClick
5,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,103,NativeMandarin-Low (NML),103_practice_05.mp3,V2,513,5641834,X5,5,"


7",7,1,0.719,0.719,0.737,0.719,FirstClick
6,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,103,NativeMandarin-Low (NML),103_practice_06.mp3,V2,513,5641834,X6,6,"


6",6,1,1.201,1.201,1.215,1.201,FirstClick
7,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,103,NativeMandarin-Low (NML),103_practice_07.mp3,V2,513,5641834,X7,7,"


8",8,1,0.927,0.927,0.948,0.927,FirstClick
