"","ItemNumber","listener_group","ProductionPresentationOrder","SentenceOrder","Type","Type_Num","Source","SourceNum","SentenceCorrect","Talker","TalkerGroup","Sound","ListenerGroup","Duration..in.seconds.","mTurkCode","ItemNum","ItemNum2","Resp","Resp_NUM","Timing_Click.Count","Timing_First.Click","Timing_Last.Click","Timing_Page.Submit","RT","WhichRT","zscore_Resp_NUM"
"1674",55,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",404,"NativeEnglish (NTE)","404_practice_05.mp3","V2",832,"7723805","X55",55,"A native English speaker
1",1,1,0.194,0.194,0.225,0.194,"FirstClick",-0.803777861178842
"1675",56,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",404,"NativeEnglish (NTE)","404_practice_06.mp3","V2",832,"7723805","X56",56,"A native English speaker
1",1,1,0.42,0.42,0.451,0.42,"FirstClick",-0.803777861178842
"1676",57,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",404,"NativeEnglish (NTE)","404_practice_07.mp3","V2",832,"7723805","X57",57,"A native English speaker
1",1,1,0.434,0.434,0.446,0.434,"FirstClick",-0.803777861178842
"1677",58,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",404,"NativeEnglish (NTE)","404_practice_08.mp3","V2",832,"7723805","X58",58,"A native English speaker
1",1,1,0.414,0.414,0.443,0.414,"FirstClick",-0.803777861178842
"1678",59,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",404,"NativeEnglish (NTE)","404_practice_09.mp3","V2",832,"7723805","X59",59,"A native English speaker
1",1,1,0.294,0.294,0.338,0.294,"FirstClick",-0.803777861178842
"1679",60,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",404,"NativeEnglish (NTE)","404_practice_10.mp3","V2",832,"7723805","X60",60,"


5",5,1,0.651,0.651,0.665,0.651,"FirstClick",0.517500814731584
"1680",61,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",404,"NativeEnglish (NTE)","404_practice_11.mp3","V2",832,"7723805","X61",61,"A native English speaker
1",1,1,0.22,0.22,0.245,0.22,"FirstClick",-0.803777861178842
"1681",1,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",103,"NativeMandarin-Low (NML)","103_practice_01.mp3","V2",486,"7914282","X1",1,"


6",6,1,0.93,0.93,0.946,0.93,"FirstClick",0.632466103881867
"1682",3,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",103,"NativeMandarin-Low (NML)","103_practice_03.mp3","V2",486,"7914282","X3",3,"


8",8,1,0.46,0.46,0.473,0.46,"FirstClick",1.28114928735045
"1683",4,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",103,"NativeMandarin-Low (NML)","103_practice_04.mp3","V2",486,"7914282","X4",4,"An extremely strong
foreign accent
9",9,1,0.244,0.244,0.255,0.244,"FirstClick",1.60549087908474
"1684",5,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",103,"NativeMandarin-Low (NML)","103_practice_05.mp3","V2",486,"7914282","X5",5,"


6",6,1,0.79,0.79,0.701,0.79,"FirstClick",0.632466103881867
"1685",6,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",103,"NativeMandarin-Low (NML)","103_practice_06.mp3","V2",486,"7914282","X6",6,"


7",7,1,0.483,0.483,0.495,0.483,"FirstClick",0.956807695616157
"1686",7,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",103,"NativeMandarin-Low (NML)","103_practice_07.mp3","V2",486,"7914282","X7",7,"


5",5,1,0.661,0.661,0.674,0.661,"FirstClick",0.308124512147576
"1687",8,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",103,"NativeMandarin-Low (NML)","103_practice_08.mp3","V2",486,"7914282","X8",8,"


5",5,1,1.101,1.101,1.114,1.101,"FirstClick",0.308124512147576
"1688",9,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",103,"NativeMandarin-Low (NML)","103_practice_09.mp3","V2",486,"7914282","X9",9,"


8",8,1,0.459,0.459,0.472,0.459,"FirstClick",1.28114928735045
"1689",10,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",103,"NativeMandarin-Low (NML)","103_practice_10.mp3","V2",486,"7914282","X10",10,"


6",6,1,0.592,0.592,0.501,0.592,"FirstClick",0.632466103881867
"1690",11,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",103,"NativeMandarin-Low (NML)","103_practice_11.mp3","V2",486,"7914282","X11",11,"


7",7,1,0.755,0.755,0.774,0.755,"FirstClick",0.956807695616157
"1691",12,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",104,"NativeMandarin-Low (NML)","104_practice_01.mp3","V2",486,"7914282","X12",12,"


8",8,1,1.073,1.073,1.087,1.073,"FirstClick",1.28114928735045
"1692",13,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",104,"NativeMandarin-Low (NML)","104_practice_03.mp3","V2",486,"7914282","X13",13,"


6",6,1,0.653,0.653,0.665,0.653,"FirstClick",0.632466103881867
"1693",14,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",104,"NativeMandarin-Low (NML)","104_practice_04.mp3","V2",486,"7914282","X14",14,"An extremely strong
foreign accent
9",9,1,0.749,0.749,0.76,0.749,"FirstClick",1.60549087908474
"1694",15,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",104,"NativeMandarin-Low (NML)","104_practice_05.mp3","V2",486,"7914282","X15",15,"


8",8,1,0.36,0.36,0.372,0.36,"FirstClick",1.28114928735045
"1695",16,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",104,"NativeMandarin-Low (NML)","104_practice_06.mp3","V2",486,"7914282","X16",16,"An extremely strong
foreign accent
9",9,1,1.329,1.329,1.342,1.329,"FirstClick",1.60549087908474
"1696",17,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",104,"NativeMandarin-Low (NML)","104_practice_07.mp3","V2",486,"7914282","X17",17,"An extremely strong
foreign accent
9",9,1,0.332,0.332,0.346,0.332,"FirstClick",1.60549087908474
"1697",18,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",104,"NativeMandarin-Low (NML)","104_practice_08.mp3","V2",486,"7914282","X18",18,"An extremely strong
foreign accent
9",9,1,0.742,0.742,0.755,0.742,"FirstClick",1.60549087908474
"1698",19,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",104,"NativeMandarin-Low (NML)","104_practice_09.mp3","V2",486,"7914282","X19",19,"


8",8,1,0.444,0.444,0.456,0.444,"FirstClick",1.28114928735045
"1699",20,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",104,"NativeMandarin-Low (NML)","104_practice_10.mp3","V2",486,"7914282","X20",20,"An extremely strong
foreign accent
9",9,1,0.43,0.43,0.443,0.43,"FirstClick",1.60549087908474
"1700",21,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",104,"NativeMandarin-Low (NML)","104_practice_11.mp3","V2",486,"7914282","X21",21,"


8",8,1,0.448,0.448,0.476,0.448,"FirstClick",1.28114928735045
"1701",22,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",302,"NativeMandarin-High (NMH)","302_practice_01.mp3","V2",486,"7914282","X22",22,"


2",2,1,0.814,0.814,0.828,0.814,"FirstClick",-0.664900263055295
"1702",23,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",302,"NativeMandarin-High (NMH)","302_practice_03.mp3","V2",486,"7914282","X23",23,"


7",7,1,0.589,0.589,0.501,0.589,"FirstClick",0.956807695616157
"1703",24,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",302,"NativeMandarin-High (NMH)","302_practice_04.mp3","V2",486,"7914282","X24",24,"


5",5,1,0.683,0.683,0.7,0.683,"FirstClick",0.308124512147576
"1704",25,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",302,"NativeMandarin-High (NMH)","302_practice_05.mp3","V2",486,"7914282","X25",25,"


6",6,1,0.73,0.73,0.743,0.73,"FirstClick",0.632466103881867
"1705",26,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",302,"NativeMandarin-High (NMH)","302_practice_06.mp3","V2",486,"7914282","X26",26,"


6",6,1,0.883,0.883,0.897,0.883,"FirstClick",0.632466103881867
"1706",27,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",302,"NativeMandarin-High (NMH)","302_practice_07.mp3","V2",486,"7914282","X27",27,"


3",3,1,0.411,0.411,0.423,0.411,"FirstClick",-0.340558671321005
"1707",28,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",302,"NativeMandarin-High (NMH)","302_practice_08.mp3","V2",486,"7914282","X28",28,"A native English speaker
1",1,1,0.201,0.201,0.215,0.201,"FirstClick",-0.989241854789586
"1708",29,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",302,"NativeMandarin-High (NMH)","302_practice_09.mp3","V2",486,"7914282","X29",29,"


3",3,1,0.608,0.608,0.62,0.608,"FirstClick",-0.340558671321005
"1709",30,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",302,"NativeMandarin-High (NMH)","302_practice_10.mp3","V2",486,"7914282","X30",30,"


3",3,1,0.416,0.416,0.429,0.416,"FirstClick",-0.340558671321005
"1710",31,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",302,"NativeMandarin-High (NMH)","302_practice_11.mp3","V2",486,"7914282","X31",31,"


6",6,1,0.288,0.288,0.301,0.288,"FirstClick",0.632466103881867
"1711",32,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",310,"NativeMandarin-High (NMH)","310_practice_01.mp3","V2",486,"7914282","X32",32,"A native English speaker
1",1,1,0.266,0.266,0.28,0.266,"FirstClick",-0.989241854789586
"1712",33,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",310,"NativeMandarin-High (NMH)","310_practice_03.mp3","V2",486,"7914282","X33",33,"


6",6,1,0.692,0.692,0.601,0.692,"FirstClick",0.632466103881867
"1713",34,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",310,"NativeMandarin-High (NMH)","310_practice_04.mp3","V2",486,"7914282","X34",34,"


6",6,2,0.522,1.281,1.297,1.281,"LastClick",0.632466103881867
"1714",35,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",310,"NativeMandarin-High (NMH)","310_practice_05.mp3","V2",486,"7914282","X35",35,"


4",4,1,2.293,2.293,2.2,2.293,"FirstClick",-0.0162170795867145
"1715",36,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",310,"NativeMandarin-High (NMH)","310_practice_06.mp3","V2",486,"7914282","X36",36,"


7",7,1,0.506,0.506,0.519,0.506,"FirstClick",0.956807695616157
"1716",37,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",310,"NativeMandarin-High (NMH)","310_practice_07.mp3","V2",486,"7914282","X37",37,"A native English speaker
1",1,1,0.64,0.64,0.657,0.64,"FirstClick",-0.989241854789586
"1717",38,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",310,"NativeMandarin-High (NMH)","310_practice_08.mp3","V2",486,"7914282","X38",38,"


2",2,1,0.536,0.536,0.549,0.536,"FirstClick",-0.664900263055295
"1718",39,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",310,"NativeMandarin-High (NMH)","310_practice_09.mp3","V2",486,"7914282","X39",39,"A native English speaker
1",1,1,0.294,0.294,0.307,0.294,"FirstClick",-0.989241854789586
"1719",40,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",310,"NativeMandarin-High (NMH)","310_practice_10.mp3","V2",486,"7914282","X40",40,"


2",2,1,1.002,1.002,1.022,1.002,"FirstClick",-0.664900263055295
"1720",41,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",310,"NativeMandarin-High (NMH)","310_practice_11.mp3","V2",486,"7914282","X41",41,"A native English speaker
1",1,1,0.3,0.3,0.314,0.3,"FirstClick",-0.989241854789586
"1721",42,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",403,"NativeEnglish (NTE)","403_practice_01.mp3","V2",486,"7914282","X42",42,"A native English speaker
1",1,1,1.28,1.28,1.2,1.28,"FirstClick",-0.989241854789586
"1722",43,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",403,"NativeEnglish (NTE)","403_practice_03.mp3","V2",486,"7914282","X43",43,"A native English speaker
1",1,1,0.251,0.251,0.267,0.251,"FirstClick",-0.989241854789586
"1723",44,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",403,"NativeEnglish (NTE)","403_practice_04.mp3","V2",486,"7914282","X44",44,"A native English speaker
1",1,1,0.261,0.261,0.277,0.261,"FirstClick",-0.989241854789586
"1724",45,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",403,"NativeEnglish (NTE)","403_practice_05.mp3","V2",486,"7914282","X45",45,"A native English speaker
1",1,1,0.305,0.305,0.322,0.305,"FirstClick",-0.989241854789586
"1725",46,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",403,"NativeEnglish (NTE)","403_practice_06.mp3","V2",486,"7914282","X46",46,"A native English speaker
1",1,1,0.715,0.715,0.73,0.715,"FirstClick",-0.989241854789586
"1726",47,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",403,"NativeEnglish (NTE)","403_practice_07.mp3","V2",486,"7914282","X47",47,"A native English speaker
1",1,1,0.337,0.337,0.352,0.337,"FirstClick",-0.989241854789586
"1727",48,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",403,"NativeEnglish (NTE)","403_practice_08.mp3","V2",486,"7914282","X48",48,"A native English speaker
1",1,2,0.349,1.021,1.032,1.021,"LastClick",-0.989241854789586
"1728",49,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",403,"NativeEnglish (NTE)","403_practice_09.mp3","V2",486,"7914282","X49",49,"A native English speaker
1",1,1,0.418,0.418,0.446,0.418,"FirstClick",-0.989241854789586
"1729",50,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",403,"NativeEnglish (NTE)","403_practice_10.mp3","V2",486,"7914282","X50",50,"A native English speaker
1",1,1,0.301,0.301,0.419,0.301,"FirstClick",-0.989241854789586
"1730",51,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",403,"NativeEnglish (NTE)","403_practice_11.mp3","V2",486,"7914282","X51",51,"A native English speaker
1",1,1,0.327,0.327,0.342,0.327,"FirstClick",-0.989241854789586
"1731",52,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",404,"NativeEnglish (NTE)","404_practice_01.mp3","V2",486,"7914282","X52",52,"A native English speaker
1",1,1,0.449,0.449,0.463,0.449,"FirstClick",-0.989241854789586
"1732",53,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",404,"NativeEnglish (NTE)","404_practice_03.mp3","V2",486,"7914282","X53",53,"A native English speaker
1",1,1,0.306,0.306,0.318,0.306,"FirstClick",-0.989241854789586
"1733",54,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",404,"NativeEnglish (NTE)","404_practice_04.mp3","V2",486,"7914282","X54",54,"A native English speaker
1",1,1,0.359,0.359,0.376,0.359,"FirstClick",-0.989241854789586
"1734",55,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",404,"NativeEnglish (NTE)","404_practice_05.mp3","V2",486,"7914282","X55",55,"A native English speaker
1",1,1,0.285,0.285,0.2,0.285,"FirstClick",-0.989241854789586
"1735",56,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",404,"NativeEnglish (NTE)","404_practice_06.mp3","V2",486,"7914282","X56",56,"A native English speaker
1",1,1,0.328,0.328,0.34,0.328,"FirstClick",-0.989241854789586
"1736",57,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",404,"NativeEnglish (NTE)","404_practice_07.mp3","V2",486,"7914282","X57",57,"A native English speaker
1",1,1,0.445,0.445,0.459,0.445,"FirstClick",-0.989241854789586
"1737",58,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",404,"NativeEnglish (NTE)","404_practice_08.mp3","V2",486,"7914282","X58",58,"A native English speaker
1",1,1,0.613,0.613,0.627,0.613,"FirstClick",-0.989241854789586
"1738",59,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",404,"NativeEnglish (NTE)","404_practice_09.mp3","V2",486,"7914282","X59",59,"A native English speaker
1",1,1,0.752,0.752,0.764,0.752,"FirstClick",-0.989241854789586
"1739",60,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",404,"NativeEnglish (NTE)","404_practice_10.mp3","V2",486,"7914282","X60",60,"A native English speaker
1",1,1,0.421,0.421,0.438,0.421,"FirstClick",-0.989241854789586
"1740",61,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",404,"NativeEnglish (NTE)","404_practice_11.mp3","V2",486,"7914282","X61",61,"A native English speaker
1",1,1,0.219,0.219,0.233,0.219,"FirstClick",-0.989241854789586
"1741",1,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",106,"NativeMandarin-Low (NML)","106_practice_01.mp3","V3",492,"8081415","X1",1,"


8",8,1,0.122,0.122,0.198,0.122,"FirstClick",1.22393236279111
"1742",3,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",106,"NativeMandarin-Low (NML)","106_practice_03.mp3","V3",492,"8081415","X3",3,"


6",6,1,0.453,0.453,0.471,0.453,"FirstClick",0.550208126392336
"1743",4,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",106,"NativeMandarin-Low (NML)","106_practice_04.mp3","V3",492,"8081415","X4",4,"


7",7,1,0.697,0.697,0.712,0.697,"FirstClick",0.887070244591725
"1744",5,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",106,"NativeMandarin-Low (NML)","106_practice_05.mp3","V3",492,"8081415","X5",5,"An extremely strong
foreign accent
9",9,1,0.084,0.084,0,0.084,"FirstClick",1.5607944809905
"1745",6,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",106,"NativeMandarin-Low (NML)","106_practice_06.mp3","V3",492,"8081415","X6",6,"


8",8,1,1.31,1.31,1.342,1.31,"FirstClick",1.22393236279111
"1746",7,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",106,"NativeMandarin-Low (NML)","106_practice_07.mp3","V3",492,"8081415","X7",7,"An extremely strong
foreign accent
9",9,1,0.14,0.14,0.158,0.14,"FirstClick",1.5607944809905
"1747",8,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",106,"NativeMandarin-Low (NML)","106_practice_08.mp3","V3",492,"8081415","X8",8,"


8",8,1,0.209,0.209,0.227,0.209,"FirstClick",1.22393236279111
"1748",9,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",106,"NativeMandarin-Low (NML)","106_practice_09.mp3","V3",492,"8081415","X9",9,"


8",8,1,1.108,1.108,1.145,1.108,"FirstClick",1.22393236279111
"1749",10,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",106,"NativeMandarin-Low (NML)","106_practice_10.mp3","V3",492,"8081415","X10",10,"


8",8,1,0.578,0.578,0.594,0.578,"FirstClick",1.22393236279111
"1750",11,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",106,"NativeMandarin-Low (NML)","106_practice_11.mp3","V3",492,"8081415","X11",11,"


8",8,1,1.157,1.157,1.173,1.157,"FirstClick",1.22393236279111
"1751",12,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",107,"NativeMandarin-Low (NML)","107_practice_01.mp3","V3",492,"8081415","X12",12,"


8",8,1,0.406,0.406,0.423,0.406,"FirstClick",1.22393236279111
"1752",13,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",107,"NativeMandarin-Low (NML)","107_practice_03.mp3","V3",492,"8081415","X13",13,"


8",8,1,0.131,0.131,0.159,0.131,"FirstClick",1.22393236279111
"1753",14,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",107,"NativeMandarin-Low (NML)","107_practice_04.mp3","V3",492,"8081415","X14",14,"


8",8,1,0.145,0.145,0.165,0.145,"FirstClick",1.22393236279111
"1754",15,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",107,"NativeMandarin-Low (NML)","107_practice_05.mp3","V3",492,"8081415","X15",15,"


8",8,1,0.21,0.21,0.229,0.21,"FirstClick",1.22393236279111
"1755",16,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",107,"NativeMandarin-Low (NML)","107_practice_06.mp3","V3",492,"8081415","X16",16,"An extremely strong
foreign accent
9",9,1,1.062,1.062,1.084,1.062,"FirstClick",1.5607944809905
"1756",17,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",107,"NativeMandarin-Low (NML)","107_practice_07.mp3","V3",492,"8081415","X17",17,"


7",7,1,1.069,1.069,1.098,1.069,"FirstClick",0.887070244591725
"1757",18,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",107,"NativeMandarin-Low (NML)","107_practice_08.mp3","V3",492,"8081415","X18",18,"


8",8,1,0.251,0.251,0.269,0.251,"FirstClick",1.22393236279111
"1758",19,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",107,"NativeMandarin-Low (NML)","107_practice_09.mp3","V3",492,"8081415","X19",19,"


6",6,1,0.71,0.71,0.742,0.71,"FirstClick",0.550208126392336
"1759",20,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",107,"NativeMandarin-Low (NML)","107_practice_10.mp3","V3",492,"8081415","X20",20,"


8",8,1,0.144,0.144,0.176,0.144,"FirstClick",1.22393236279111
"1760",21,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",107,"NativeMandarin-Low (NML)","107_practice_11.mp3","V3",492,"8081415","X21",21,"


8",8,1,0.538,0.538,0.561,0.538,"FirstClick",1.22393236279111
"1761",22,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",306,"NativeMandarin-High (NMH)","306_practice_01.mp3","V3",492,"8081415","X22",22,"


4",4,1,1.543,1.543,1.579,1.543,"FirstClick",-0.123516110006443
"1762",23,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",306,"NativeMandarin-High (NMH)","306_practice_03.mp3","V3",492,"8081415","X23",23,"


3",3,1,8.841,8.841,8.859,8.841,"FirstClick",-0.460378228205832
"1763",24,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",306,"NativeMandarin-High (NMH)","306_practice_04.mp3","V3",492,"8081415","X24",24,"


4",4,1,1.897,1.897,1.923,1.897,"FirstClick",-0.123516110006443
"1764",25,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",306,"NativeMandarin-High (NMH)","306_practice_05.mp3","V3",492,"8081415","X25",25,"


3",3,1,0.731,0.731,0.748,0.731,"FirstClick",-0.460378228205832
"1765",26,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",306,"NativeMandarin-High (NMH)","306_practice_06.mp3","V3",492,"8081415","X26",26,"


5",5,1,0.286,0.286,0.317,0.286,"FirstClick",0.213346008192947
"1766",27,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",306,"NativeMandarin-High (NMH)","306_practice_07.mp3","V3",492,"8081415","X27",27,"


5",5,1,0.775,0.775,0.85,0.775,"FirstClick",0.213346008192947
"1767",28,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",306,"NativeMandarin-High (NMH)","306_practice_08.mp3","V3",492,"8081415","X28",28,"A native English speaker
1",1,1,0.086,0.086,0,0.086,"FirstClick",-1.13410246460461
"1768",29,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",306,"NativeMandarin-High (NMH)","306_practice_09.mp3","V3",492,"8081415","X29",29,"A native English speaker
1",1,1,0.108,0.108,0.148,0.108,"FirstClick",-1.13410246460461
"1769",30,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",306,"NativeMandarin-High (NMH)","306_practice_10.mp3","V3",492,"8081415","X30",30,"


3",3,1,1.669,1.669,1.691,1.669,"FirstClick",-0.460378228205832
"1770",31,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",306,"NativeMandarin-High (NMH)","306_practice_11.mp3","V3",492,"8081415","X31",31,"


5",5,1,0.385,0.385,0.301,0.385,"FirstClick",0.213346008192947
"1771",32,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",311,"NativeMandarin-High (NMH)","311_practice_01.mp3","V3",492,"8081415","X32",32,"


5",5,1,1.471,1.471,1.4,1.471,"FirstClick",0.213346008192947
"1772",33,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",311,"NativeMandarin-High (NMH)","311_practice_03.mp3","V3",492,"8081415","X33",33,"


6",6,1,0.825,0.825,0.845,0.825,"FirstClick",0.550208126392336
"1773",34,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",311,"NativeMandarin-High (NMH)","311_practice_04.mp3","V3",492,"8081415","X34",34,"


4",4,1,0.55,0.55,0.572,0.55,"FirstClick",-0.123516110006443
"1774",35,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",311,"NativeMandarin-High (NMH)","311_practice_05.mp3","V3",492,"8081415","X35",35,"


6",6,1,0.926,0.926,0.942,0.926,"FirstClick",0.550208126392336
"1775",36,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",311,"NativeMandarin-High (NMH)","311_practice_06.mp3","V3",492,"8081415","X36",36,"


3",3,1,0.831,0.831,0.848,0.831,"FirstClick",-0.460378228205832
"1776",37,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",311,"NativeMandarin-High (NMH)","311_practice_07.mp3","V3",492,"8081415","X37",37,"


5",5,1,0.178,0.178,0.11,0.178,"FirstClick",0.213346008192947
"1777",38,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",311,"NativeMandarin-High (NMH)","311_practice_08.mp3","V3",492,"8081415","X38",38,"


6",6,1,2.901,2.901,2.919,2.901,"FirstClick",0.550208126392336
"1778",39,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",311,"NativeMandarin-High (NMH)","311_practice_09.mp3","V3",492,"8081415","X39",39,"


5",5,1,0.979,0.979,0.996,0.979,"FirstClick",0.213346008192947
"1779",40,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",311,"NativeMandarin-High (NMH)","311_practice_10.mp3","V3",492,"8081415","X40",40,"


4",4,1,0.542,0.542,0.571,0.542,"FirstClick",-0.123516110006443
